text,labels
"ஏன்டா உங்க ஜாதியில் பொண்ணுகளே இல்லையா...அடுத்தவங்க பொண்ண  கல்யாணம் பண்ணிட்டு,உங்க பொண்ணுகளை டார்ச் லைட் கொடுத்து நெடுசாலையில் நிக்க வைப்பிங்களா??",1
டிஸ்லைக் போட்டவன் எல்லாம் குருமா குரூப்பா தான் இருக்கனும்......,1
கலப்பு திருமணம் செய்தால் தான் சாதியை ஒழிக்க முடியும் என இளைஞர்களின் மத்தியில் தவறான எண்ணத்தை விதைத்த சரியான செருப்படி.,1
தன் வீட்டு பெண்ணை ஏமாற்றும் நாய்களுக்கு இந்தப் படம் செருப்படி,1
யாரெல்லாம் இந்த படத்த எதிர்க்கராங்கலோ அந்த நாய்களுக்குதா இந்த படம் வாழ்த்துக்கள் மோகன்,1
ஏன்டா முட்டாப்புண்ணகை ரவி புதிய தலைமுறை தொலைக்காட்சி 1996 எங்கடா இருந்துச்சு???,1
அடங்க மறு அத்துமிறு குருமாகான் தீவிரவாத விசிக கு செருப்படி ஜாதி வெறி தெருமாவளவன் 🤣🤣,1
என்ன டா first வரது vodafone மியூசிக் மாறி இருக்கு,1
திருமாவளவன் தலித் யூத் மீட்டிங்கி ல.... நல்லா டிரஸ் பண்ணுங்க வேற சாதி பொண்ணுங்கள லவ் பண்ணி கல்யாணம் பண்ணுங்க அப்போ தான் நம்ப சாதி முன்னேறும்  இப்டினு பேசிருக்கான் தேவிடியா பயன்,1
டேய் சாதி வெறிபிடித்த  களுக்கு நான் கேட்கிறேன் எங்கடா நாடக காதல் டியூஷன் எடுக்கிறாங்க சொல்லுங்கடா நாய்களே பிரச்சினைகளை வளர்க்கிறிங்க ஆபத்து சாதிவெறி பிடித்த நாய்களுக்கு தான்,1
அப்படி ஒரு ரகசிய அடி குடுக்கணும்,1
தலைப்பு கூடத் தமிழில் வரலயே டா... .. அவங்க உயிரோட இருந்திருந்தா உன்ன வச்சி செஞ்சிருப்பாங்க,1
நாடகக் காதல் என்டா எதுக்கு போய்  வெட்டனும். தாங்களா தோத்துப் போய் திரும்பிவருவார்கள் அல்லது தற்கொலை செய்து கொள்வார்களே நம்பி போனவர்கள். தங்கள் சாதி பெண்கள் தங்கள் ஆண்களை விட்டு வேறு ஆண்களை தேர்தெடுப்பதால் வரும் பொறாமையை மறைத்துத பெண்களுக்க பூச்சாண்டி காட்டி பெண்வாயால் பேசவிட்டிருக்கிற சாதித்திமிர் படம்.  உலகம் முன்னேறிய காலத்திலும் பிற்போக போகிற சமூகத்தை ஊக்கப்படுத்தும் கேவலமான படம்,1
மணிரத்தினம் படம் பாக்கவே பயமா இருக்கு.ஒண்ணுமே புரியாது.2000 பசங்களுக்கு மணிரத்தினம் படம் புரிய மாட்டிங்குது.காற்று வெளியிடை ன்னு ஒரு படம் பாத்தேன்.பணம் வேஸ்ட்டு. யாராவது இந்த படம் நல்லா இருக்கான்னு சொல்லுங்க,1
இது என்ன கதை னு புரியவே இல்லையே,1
"படம் வெற்றி பெற வாழ்த்துக்கள்,குருமா குப்பலுக்கு குருமாவால் சொல்லப்படும் மறைமுக  செய்தியே இந்த நாடக காதல்,",1
"இப்படி சாதி சாதினு வெட்டிடு சாவுங்க, சீக்கிரம் தமிழ் இனம் அழியும், இன்னொரு இனத்துக்கு அடிமையாய் இருக்கும் போது புரியும், இது எல்லாம் தவறு என்று",1
படம் பேரு NGK ஆணா எனக்கு கனத NTK யோட மாதிரி தெரியுது.  புரியல நாம் தமிழர் கட்சி,1
துபாய் பாலைவனமாய் இருந்ததா அந்த மக்கள் சோலைவனம் மாற்றி இருக்காங்க ஆனா தமிழ் நாடு சோலை வனமாக இருந்ததா ஏன்டா பாலைவனம் மாத்தறீங்க,1
நாடக காதல் கும்பலுக்கும் அவர்களுக்கு சொம்பு தூக்கும்....சில கோவளமான பிறவிங்களுக்கும் செறுப்படி,1
சாதிய பாக்காதிங்கடா நாய்களா? சாதிக்க பாருங்க.வாழ்க்கை ஒரு முறைமட்டும் தான் சந்தோஷமா வாழுங்கசாதிகள் இல்லையடி பாப்பாஒற்றுமையே உயர்வுக்கு வழி,1
கமெண்ட் எல்லாம் பார்த்த சிரிப்பு தான் வருது ஆமா திரௌபதி குரூப் செக்ஸ் வெச்சிக்கிட்டவங்க தானே எப்படி தியேட்டரில் படம் வரும்,1
"மோடியின் சுயரூபம், அமித்தின் அட்டூளியம் இதை தெரிவிக்கும் சினிமா, தடைசெய்வதுஉறுதி!",1
ஆறு மில்லியன் பேர் பார்த்தது இருக்கட்டும் படத்தை எப்ப ரிலீஸ் பண்ணுவீங்க நானும் ஒரு வருஷமா ட்ரைலர் அத்தா பார்த்துகிட்டே இருக்கேன் ்,1
இந்த trailer பார்த்தா கேப்டன் விஜயகாந்த் நடித்த நரசிம்மா படம் மாதிரி தான் இருக்கு ஒரு வேளை அந்த படத்த தான் ரீமேக் செய்யத மாதிரி இருக்கு,1
டேய்.. எங்க அம்மாவ என்னடா பண்ணி வெச்சிங்க...,1
இங்கோத்தா உங்களால இந்த ஊர்லயே இருக்க முடியாது போலியேடா நா பஞ்சம் பொழைக்க forgien போறன்டா நாசமா போறவைங்களா சாதி படமா எடுத்து சாவுங்கடா,1
எனக்கு தெரிந்தது எல்லாம் இரண்டு ஜாதி 1 ஆண் 2 பெண் இதை தவிர வேறு ஜாதி எனக்கு தெரியாது.... நீங்க என்னடான்னா புதுசு புதுசா படம் காட்டுறீங்க!!,1
"10 நிமிசத்துல 7000 பேர் அன்லைக் செய்திருக்காங்க, நமக்கு ஒருவரை பிடிக்கலனா,  அவங்க இருக்கற பக்கம் தலை வைத்து படுக்காதவன் தமிழன். தேடி போய் நீங்க நல்லால உங்கள் படம் நல்லால சொல்றது , பிழைப்பற்ற பொறாமைகாரர்களால் மட்டுமே சாத்தியம். எதிரியையும் ராத்திரி 12.00 மணிக்கு தனக்காக வெயிட் செய்ய வைத்து அவர்களை புலம்ப விடுவதில் வல்லவர் தான் நம் தல...   தல போல வருமா",1
"தெலுங்கர்  நடிகர் உதயநிதி ,தமிழர்களை ஏமாற்ற உன் தாத்தன், உன் அப்பன், இப்ப நீயா",1
இனி அடுத்த கட்டம் சமுத்திரகனிக்குத்தான் போல.......சாட்டை 2 தோல்வி..இது எப்படியோ...ஒழுங்கா டிவி சீரியல்  எடுத்திட்டிருந்தே ....இப்போ என்னயா மொக்கை படம் பன்றே????...ஏன்டா கத்திட்டே இருக்கீங்க படம் முழுக்க...,1
திருமா என்ற  குறுமக்கு சூப்பர் செருப்படி 🦍,1
என்ன டா இது மணிரத்னம் சார் படம் மாதிரி தெரியலையே,1
ஜெயம் ரவிசின்ன வயசுல ஒரு ஏரில குளிப்போம்ல அங்க போலாம் டா..🤔 யோகி பாபுஅது மேலதான்டா நடந்து போய்ட்டிருக்கோம் (Sadbut Truth🤐),1
நீலம் Production 🤣... கதறு...ல.. நல்லா கூறு..,1
அடங்க மறு... அத்து மீறு...எடு செருப்ப.. சிறுத்தைகள் வெலக்க மாத்துக்கு பேரு பட்டு குஞ்சம்,1
இன்னும் கொஞ்ச நாளில் மிஷ்கின் மனநோயால் பாதிக்கபட்டு சிகிச்சை எடுக்கவேண்டி வரும் போல் இருக்கு.,1
பா.இரஞ்சித்தை கலாய்சுட்டாராம் ச்சீ மோகன் உங்க பேச்சே தெரியும் நீங்க ஜாதி வெறியன்னு உங்க படம் அப்டி தான் இருக்கும்....,1
"இதுல என்ன காமெடின்னா... ஒரு பக்கம் நாங்க ஆண்ட பரம்பரை பேண்ட பரம்பரைன்னு மீசையை முறுக்குறவனும் இன்னொரு பக்கம் அடங்க மறு அத்து மீறுன்னு கம்பு சுத்துறவனும் 50 வருஷமா அட்ரஸே இல்லாத கருணாநிதி, எம்ஜிஆர், ஜெயலலிதா ஆகியோருக்குத்தான் கழுவிகிட்டு இருந்தானுங்க. இனியும் ரஜினி, கமல், விஷால் போன்ற பரதேசிகளுக்குத்தான் கழுவுவானுங்க. தமிழ்நாட்டிற்கு எப்போதும் வெளியில் இருந்து பிச்சை எடுக்க வந்தவன் தான் தலைவன் ஆக மூடியும். ஆரியன் காட்டிலும் திராவிடன் காட்டிலும் தமிழக முண்டங்கள் ஆசீர்வாதத்தால் எப்போதும் அடைமழை தான்.",1
எங்களுக்கு மண் பெண் இரண்டுமே ஒண்ணுதான் அதுல யார் கை வச்சாலும்  வெட்டுவோம்,1
ரஜினி வாராத போதுளாம் சும்மா இருந்துட்டு வர நேரத்தில இப்படி கிழிச்சு தொங்கவிடுறீங்க. பாவம் வரகூடாத நேரத்தில சரியா வர்றார்,1
"சில தரித்திரங்கள் சொல்லியது. 1. அவன் ஆட்களிடம் சரக்கு மிடுக்கு இருக்கிறதாம் அதனால் அவனின் பின்னால் பெண் பிள்ளைகள் செல்கின்றதாம். 2. நாம் ஆண்களே கிடையாதாம் அந்த நாய்கள் தான் ஆண்களாம். 3. நாம் எவ்வளவு செலவு செய்தாலும் நம் பின்னால் பெண்கள் வர மாட்டார்களாம், ஆனால் 5 ரூபாய்கு அயர்ன் பன்ன சட்ட போட்டுட்டு போனா போதும் அவனின் பின்னால் போய் விடுகிறார்களாம். 4. நம் பெண் பிள்ளைகள் பறப்பையன் எங்கு இருக்கிறான் என்று தேடித்தேடி அவனின் பின்னால் போகிறார்களாம்.  இதையெல்லாம் கேட்டதும் சொல்லியவனின் நாக்கை வெட்டத் தோன்றியது. ஆனால் அவனின் பின்னால் தானே சட்டங்களும் சனியன்களும் இருக்கின்றன.",1
ஜாதி இல்லையடி பாப்பா ஆணா ஓசி சலுகைகள் வேண்டுமடி பாப்பா. கடவுள் இல்லையடி பாப்பா ஆனால் ஓசி பிரியாணி வேண்டுமடி பாப்பா.,1
மராட்டி ஷிவாஜி ஹெய்க்வாட்ட வச்சு செஞ்சூட்டிங்க  செம்ம,1
அட பாவிங்கள ரஜினிய ஏன்ட செஞ்சிங்க   மரண பங்கம்,1
கூத்தாடி ரசினி  இந்த காட்சி மிக அருமை    இயக்குனர்க்கு வாழ்த்துக்கள்,1
திருமாவளவன் அவர்கள் அடுத்த சாதி பெண்ணை திருமணம் செய்து அவர்களை பழி வாங்க வேண்டும் என்று ஒரு போதும் சொல்லியதில்லை...அதற்கு ஆதாரம் கேட்டும் இதுவரை யாரும் சமர்ப்பிக்கவில்லை.....பொய்யான தகவலை வெய்து இப்படி பேசுவது அநியாயம்.....எங்கள் கருத்தியலின் படி நாங்கள் பெண்ணை சமமாக தான் நடத்துவோம்.....ஆனால் நீங்கள் பெண்களை புனித படுத்திவிட்டு அவர்களை ஆணவ கொலை செய்கிறீர்கள்....நீங்கள் கருத்தியல் ரீதியாக சென்று கொண்டு இருக்கும் பாதை தவறு என்பது உங்களுக்கு புரியும் காலம் வெகு துளைவில் இல்லை....,1
மேல் ஜாதி பெண்களை மேல் ஜாதி காரர்கள் காதலித்தால் அது புனித காதல் தலித் காதலித்தால் நாடக காதல் பொள்ளாச்சி சம்பவம் பன்னியவர்கள் என்ன ஜாதி,1
நான் இவனுக்கு கீழே நான் இவனுக்கு கீழே என்று சொல்லுறதுல இவ்ளோ ஆனந்தம் இருக்க எல்லாருக்கும் What the hell is that,1
தலைவர் அரசியலுக்கு வருவது உறுதி என்று கூறிய நாள் 31/12/2017. அதற்கு முன்பு அவர் சொல்லவே இல்லடா.,1
சப்பாத்த தண்ணீக்க விட்டே இந்த விஜய் ஓட்டிட்டிருக்கார் ரொம்ப நாளா.. நாமளும் பண்ணலாம் ஆனா சொக்ஸ் எல்லாம் நாறிடும..,1
"எங்கப்பா Military da..,goli விளையாடவா சொல்லி தருவான்? Feel the bgm1:40",1
தலித் இனத்தை தவிர வேறு இனத்தில் யாரும் ஆம்பள இல்லையா ஒரு பெண்ணை கரெக்ட் பண்ண துப்பு இல்ல நீங்கல்லாம் எதுக்கு டா மீசை வச்சிருக்கீங்க உங்களுக்குலாம் அசிங்கமா இல்லையா த்து த்து...,1
"தெரிஞ்ச எதிரி விட தெரியாத எதிரிக்குதான் அல்லு இருக்கனும்  எப்படி உன்னோட தலைவா படம் வந்தப்ப உனக்கு இருந்த அல்லு மாதிரி யா ? போடாங் கேன கூனா,ஒழுங்கா படம் எடுடா முண்டம்",1
சாதி இல்லை என்று சொல்லும் தேவிடியா பசங்களுக்கு அவங்க விட்டு பொண்ண யாருக்கு கல்யாணம் பண்ணி தராணுக தெரியல....சாதி வெறி அல்ல ...உணர்வு,1
ரஜினி 96'ல வழுக்கையும் வெள்ளை தாடியோடயுமா இருந்தாரு..,1
"சாதியற்றவர்களாவோம். ஆனால் கோஷம், அம்பேத்கர், காமராஜர், வேலுநாச்சியார். ஏன் தாழ்த்தப்பட்ட தலைவர்கள் தமிழ் நாட்டுல இல்லை யா. உங்க வாய்க்கு வர மாட்டேங்குதா. வராது. உங்க இரத்தத்திலே கலந்தது சாதீ விஷம். அது உங்க மனநிலை மனம் அழுகி  புழுகிபோய் கிடக்குது. தூதூ.......",1
Trailer அயே forward செஞ்சு பாக்க வைச்சுட்டீங்களே டா,1
57k dislike  அத விக் மண்டையன் குஜய் ரசிகர்கள் தான் காரணம்..,1
"இந்த படம் ஒருமுகமாக சாதி வெறியை தினிக்கிறது... உயர் சாதியினரின் கொடுமையை கூறும் போது  (அசுரன், பரியேறும் பெருமாள்)படத்தை படமாக பார்க்க வேண்டும் என கூறியவர்கள் ஊம்பிக்கொன்டா உள்ளீர்கள்... Othaa throwbathy payalugala... ipo padam vetripera .......orin sarbaga ...,...kulathin  vazhthukal nu podringaa",1
"எதுவுமே முடிவில்லை , முடிவின் தொடக்கமும் இல்ல , தொடக்கத்தின் முடிவினு வேணும்னா வச்சுக்கலாம் . .. ... ... ... ... ஷப்பா முடியல டா சாமி .....",1
இது உண்மை ...திருமாவுக்கு சரியான செருப்பு அடி........ இதே தேவேந்திரகுல வேளாளர் மக்கள் வரவேற்கிறோம்......,1
இந்த மாதிரி படத்தலாம் எப்டிடா உங்களால கொண்டாட முடியுது அட கம்முநாட்டி முண்டங்களா,1
ஒரு சமுகத்தை கீழ்தரமாக வச்சி இருப்பவர்கள் சிந்திக்க வேண்டிய தருணம் இது நீயாக திருந்து இல்லை திருத்தப்படுவாய் தலித்துகள் கவணத்திற்கு,1
நான் அரசியலுக்கு வருவது உறுதி🤣🤣🤣 Hey ithu '96u yaara emathureenga,1
படம் வெற்றி அடைய வாழ்த்துக்கள்.....நாடக கும்பலுக்கு சரியான சவுக்கடியாக இருக்கட்டும்,1
Nama ஒதிங்கி போரதாளதான்  காசு இருக்கின்றதுனு அவன் அவன் கட்சி ஆரம்பிக்ரான்......,1
5பேரு கூட படுத்தாலும் அது எங்க சாதிக்காரனத் தான் இருக்கனும்...1000பேர் என் சோலைய உருவுனாலும் அதுவும் எங்க சாதிக்காரனத் தான் இருக்கனும்.   இப்படிக்கு   திரெளபதி..,1
இந்த அசிங்கத்துக்கு இவ்வளவு அசிங்கம் ஆதரவு ...வாழும் காலத்தில் மகிழ்வுடன் வாழுங்கள்.... நீங்கள் எல்லாம் தமிழகத்தின் சாக்கடைகள்,1
டேய் நீங்க எடுக்காம இருக்குறதே அவங்களுக்கு செலுத்துற பெரிய மரியாதை தான் டா. டைரக்டர் விஜய் உனக்கு வேல வெட்டி இல்லனா வீட்ல சும்மா இருயா வர்ஷா வருஷம் ஒரு படத்த கந்தகோலம் பண்ணி வசிட்ர,1
ஆடா கேடு கேட்டவனுங்களா trailerர போடுங்கடனா மொத்த படத்தையுமே போட்டுருக்குகிறீங்க   படத்தோட கதைய மொத்தமா சொல்லிட்டிங்க,1
இந்த திரைப்படம் இந்த சூழல் எந்த சூழல்க்கும் தேவையான ஒன்று .   மகளிடம் பாலுறவு  உடன் பிறந்த தங்கையுடன் பாலுறவு  செய்யும் இந்த கையடி செரியன் குரூப் தொந்தரவு அதிகமா இருக்குப்பா . அதனாலதான் இந்த விஷயத்துல மட்டும் பிஜேபிகூட போகணும் . இவனுங்க இவ்வளவு பேசுறாங்க இவன்க தலைவர்கள் எல்லாரும் கல்யாணம் பண்ணிருப்பாங்களா அவர்கள் மனைவி என்ன ஜாதி என்று பதிவு இடுங்கள்.அவர்கள் எத்தனை பேர் என்று பார்க்கலாம். இவர்களை மனிதர் இனத்திலிருந்து மிருக இனத்தில் சேர்ந்து விட்டனர் அதனால் இவர்களை animals என்று அழைக்கவும்,1
நான் யருங்காரத எப்பவுமே நான் முடிவு பண்றதில்லை.  என் எதிர்ல நிக்கரவங்கதான் முடிவு பண்ணுவாங்க..,1
டைரக்கடர் தேவிடியா பையா ஓன்னோட போன்னு ஓடிபோச்சாடா,1
மற்ற ஜாதி பொண்ணு தொடணும் நினைக்கிற பரதேசி பசங்களுக்கு பயம் வரணும்,1
விவேக் ஒரு படத்துல பலூன் அடைச்சு வைப்பாரே அது மாதிரி ஏதாச்சும் இருக்குமோ எதுக்கும் ஊசி வச்சி குத்தி பாத்துர வேண்டியது தான்...ஆனா ஒன்னு தமிழ்நாட்டுல இருக்குற யாரும் இந்த படத்த பாத்துரமாட்டான்... டிரெயிலரே முடியல...,1
இந்து மதம் என்பது ஒருவனை தேவடியாள் மகன் என்கிறது ஒருவனை தாழ்ந்தவன் என்கிறது வந்தேறிநாடோடிகளை உயர்ந்தவன் என்கிறது.இந்தநேரத்தில் மோகன் இப்படி சாதிவெறி அரிப்பெடுத்தபடம் ஏன்?,1
தமிழன் என்றொரு இனம் சாதியால் அழிந்து போகட்டும்..  பிறந்தால் உயிர் இறந்தால் உடல்..  அழியட்டும் ' இச்சமூகம் சாதியால் அழிந்து போகட்டும்' வரலாறு கேவலமாக பேசட்டும் தமிழனை...,1
வீரபாண்டிய கட்டபொம்மனின் வாரிசுகள் அஸ்தாந்திர கொல்ல நாயக்கர் சார்பாக  திரெளபதி படம்  வெற்றி பெற வாழ்த்துக்கள்... திருடனுக்கு  தேள்  கொட்டுனா பொத்திக்கிட்டு இருக்கனும்....,1
முட்டா பசங்கள   நம்பல சுத்தி   எவ்வலவு  சிக்கல்  உள்ளது    டெய்  தமிழன் என்றாலே  பறையன்   மட்டும் தான்டா   இதில்இருந்து   பிற சாதி  பிறிந்து  சென்றன   முட்டாள்     மண் புழு  கூட  மண்ணுக்கு   உதவும்   சாதியும்  மதமும்   இல்ல,1
கிருஷ்ணசாமி மற்றும் குருமா வளவனின் குரூப்ஸ் கதறலுடன் டிரைலர் ஆரம்பம்,1
நான் தல ரசிகர் அதனால விஜய் சார் வீடியோவ டிஸ் லைக் பன்ற யாரும் உண்மையான தல ரசிகரா இருக்க முடியாது பிடிக்காட்டி ஒதுங்கிகங்க வெருப்ப உமிழாதீங்க,1
எத்தனை பேர் சாதி வச்சு படம் எடுத்துருக்காங்க. அப்ப வலிக்கு இப்ப எரியுதோ,1
இதுல எது புடிச்சிருக்கு திரு மாமா வளவன் தெரு மாமா வளவன் திரு மாமா கிழவன் தெரு மாமா கிழவன்,1
மானங்கெட்டவங்களா  !  சாதிய ஒழிக்கலாம் ன்னு இங்க போராடிட்டு இருந்தா இந்த தேவடியாப்புள்ளிங்க வளக்குறதுலயே குறியா இருக்கானுங்க,1
Dislike போட்டவங்களுக்கு எல்லாம் டிரைலரை பார்த்து வயிற்றெருச்சல்,1
அருமையான திரைப்படம் இதைத்தான் எதிர்பாத்தேன் வாழ்த்துக்கள் வெற்றியை கொண்டாடுவோம் அனைவரும் அடுச்சா திருப்பிஅடிபாண்ட சத்ரியன் அவன் எவனா இருந்தாலும்...,1
Hahahahahaha.... இது 96 ... யார ஏமாதுறீங்க....,1
Trailer punda(ஏ) மொக்கய  இருக்கு  இதுல வாழ்த்துக்கள் ஓக்குதா !! படத்துக்கு பெயர் ‌ punda வச்சிருக்கான் பாரு   அவள பத்தி தெரிஞ்சுட்டு  வாழ்த்துங்கடா லவ்டேக்கா பாள் Command la பாத்தா   சாதி பெயர் சொல்லி வாழ்த்துருனோ திரௌபதி பேத்த புள்ளைங்களா !!!!!   திரௌபதிஈஈஈஈஈஈஈஈ,1
நாடோடிகள் நல்ல படம் இரண்டாம் பாகம்:கேவலமா இருக்கும் போல,1
"மனிதன் பிறந்தலிறுந்து காதல் இருக்கு.   காதலில்  எல்லா சமுதாய ஆண்களும் எமதுறங்க.  சில சமயங்களில் பெண்களும் அதை செய்கிறார்கள்.  இது அவர்களின் தனிப்பட்ட விஷயம், அதை கவனித்து கொள்ள அவங்க குடும்பம் & அரசு இருக்கு.  வேறு சாதியில் காதலித்து திருமணம் செய்தால் கொலை செய்வது மிகவும் கடுமையான குற்றம்.  சாதி ஆணவ கொலைக்கு ஆதரவு தருவது போல உள்ளது இந்த படம்.  மிகவும் மோசமான முன் உதார்ணம்.",1
"சாதி தான் சமூகம் என்றால் வீசும் காற்றில் விஷம் பரவட்டும் இந்த படத்தின் நாயகனின் தோற்றமும் வசனங்களும் என்னை கவர்ந்து விட்டது அவரின் நடிப்பை பாராட்டுகிறேன் எதுவாயினும் சரி நம் நாட்டில் ஜாதி இருக்கவே கூடாது இத்திரைப்படத்தின் வெற்றி யாதெனில் நம் மொழியிலும் நாட்டிலும் ஜாதி,மதம் எனும் வார்த்தையை நீக்க வேண்டும் திரைப்படங்கள் வாயிலாக நம்முள் சண்டையிடுவது பகுத்தறிவற்ற கோழைத்தனம் அவை நிஜத்தை பிரதிபலிக்கட்டும் நாம் அவற்றிலிருந்து கற்றுக்கொள்வோம் நம் அரசாங்கம் நம்மை தாழ்த்தப்பட்டோர் என்றும் பிற்படுத்தப்பட்டோர் என்றும் தானே அரசு தீர்மானிக்கிறது   இதற்கிடையில் யாரும் மேல் ஜாதி இல்லை கீழ் ஜாதியும் இல்லை நாம் அனைவருமே மனித ஜாதி",1
இங்கு அனைத்து சாதியிலும் ஏழைகள் உள்ளனர்.. எவனாவது பொருளாதார அடிப்படையில் இட ஒதுக்கீடுகள் கொடுக்க சொல்லும் நடுநிலை வாதிகளே..,1
அட அரைவேக்காட்டு பயலே  :-D :-D,1
Heros அ மட்டும் பார்த்துட்டு வெறி ஆவாதீங்கடா.. ஒக்காலி bgm தெறிக்குது dawww ARR DAWW 1:02  நீ வந்து சென்றனை...  பூமி பூமி சுத்தும் சத்தம் ஆழி ஆழி கத்தும் சத்தம் மனிதன் மனிதன் யுத்தச்சத்தம் இதில் எங்கே கேட்கும் குயிலின் சத்தம்..,1
சீட்டிங் சீட்டாஸ்&ஓசிசோறு கைய்ஸ்: நாங்கள் நாடககாதல் கட்டபஞ்சாயத்துகள் செய்யவில்லை ஆதீ :,1
#தென்மாவட்ட யாதவர்கள் சார்பாக வெற்றி பெற வாழ்த்துக்கள். #திரௌபதி அடித்தால் திருப்பி அடி.....,1
ஜாதி படம் எடுக்குர நாய் எல்லாம் நாசமா பேகணும் து நாய்,1
உங்களது யாதி மோகம் கொண்ட கருத்துக்களை பார்க்கும்போது ஒரு தமிழனாக நான் வெட்கப்படுகின்றேன் இதை பயன் படுத்தியே 1500 ஆண்டுகளாக வந்தேறிகள் எங்களை அடிமை படுத்தி வைச்சிருக்கின்றான் உங்களை பொறுத்தவரை நீங்கள் யாதி வெறி படித்தவர்கள் அவர்களை பொறுத்தவரை நீங்கள் அடிமை நாய்கள்,1
இந்த தறித்ரம் புடிச்சவன கதாநாயகனா நடிக்க வச்சதுக்கு....வேற யாரவெணும்னாலும் நடிக்க வச்சுருக்கலாம். மூஞ்சில ஒரு நடிப்பும் வரல,1
நம்ம பொண்ண காட்டர்வன் ..கைய வெட்ட குட்டது   தலையத வெட்டனும் ......  அப்டி போட்டு அருவால ...      திரௌபதி  சேலம் மக்கள் ...... இந்த  படம் வெற்றி பெற வாழ்த்துக்கள் ...,1
என்னடா ஜெயம் ரவி மாரி வருவனு பாத்தா நிழல்கள் ரவி மாதிரி வந்திருக்க,1
முக்குலோத்தோரின் சார்பாக ப(பா)டம் வெற்றியடைய வாழ்த்துக்கள். பா.ரஞ்சித் இப்ப எப்படி இருக்கு. சூத்துல சுன்னாம்பு தடவுன மாதிரி இருக்கா?,1
அம்மே  பேய் பயமா இருக்கு (tamilrockers’ல இருந்து கூட Download பண்ணி பாக்க மாட்டோம். இந்த trailer பாத்த data கூட வீனா போச்சு.),1
பரியேறும்பெருமாள் 'ஜோ'-வை தேவதையாக தான் பாா்த்தானே தவிர...  5-புருஷனை கட்டுன  திரௌபதி-யா பாக்கல...,1
தேர்தலில் இப்போ தான் செருப்படி வாங்கினான் குருமா.. இது இன்னொரு செருப்படி குருமா பாய்ஸ் கு... வெற லெவல்... காத்திருக்கிறேன் வெள்ளி திரையில் காண..,1
சாத்தியமா இவங்க  ஜெ அம்மா வேடத்துக்கு செட் ஆகல,1
என்ன கருமம் டா இது.... எதுக்கு அம்மாவ இப்படி அசிங்கபடுத்துறிங்க,1
எப்புடியாவது தலைவரின் *** வந்து ****டு போய்டனும்... திருட்டு பயல்க....,1
அரசியல் என்ற அசிங்கம் இல்லாதிருந்தால் ஜாதி என்ற எச்சை என்னமும் வேருபாடும் இல்லாமல் போய் இருக்குமோ என்னவோ,1
ஜில்லா  படம் மோகன்லால் சர் விஜய் பீட தயொலி யோட நடிச்சது நாள சரியா ஓப்பனிங் கிடைக்கல   அத இந்த காப்பான் படம் மாத்தும்னு கண்டிப்பா,1
ஏ உங்களுக்கு பா ரஞ்ஜீத் எடுத்த படங்கள் வெளிவரும் போதெல்லாம் கண்ணு தெரியலயோ மயிறுகளா திரௌபதி படம் வெளிவரலைனா திமுக காரனுங்கதானே புகார் அளிச்சுருக்கானுஙக அடுத்த எலக்சனுக்கு திமுக ஆட்சி கவிழும் கவிழ வைப்போம் முத்தரையர் சமுதாயத்தின் சார்பாகவும் கள்ளர் சமுதாயம் சார்பாகவும் வன்னியர் சமுதாயம் சார்பாகவும் எச்சரிக்கிரோம் ஏன்டா நாடக காதலால்  பாதிக்கபடுரவங்க நாங்கள்தான் அது எங்க உங்களுக்கு தெரிய போகுது நாங்கள் எங்கள் குடும்பத்தோட இந்த படத்தை கண்டிப்பாக பார்ப்போம் ஆதரிப்போம்,1
அருமை எவதொட்டாலும் வெட்டுடா அடிச்சா திருப்பி அடிப்பான் டா சத்திரியன்,1
"என்ன எல்லா பொட்ட பசங்கலும் ஒன்னு கூடுரீங்க போல., உங்க வீரத்த பொல்லாச்சி ரேப் நாய்கலிடம் காட்டுங்க டா,. ஓத்தா சுல்லி பொருக்குர நாய்ங்க பெரிய பணக்கார பருப்பு மாதிரி ஓலா ஓட்டுவான்க..",1
"கோமாளிய எடுத்துட்டு கொம்மாலனு வச்சக்குங்க, பாடுகலா யார கலாய்க்கிரீங்க.",1
நீ போடா புண்டைபடம் ஓடாதடா உங்ககிட்ட ஆண்மையே இல்லடா அதனால் தான் டா அவ்ளோ தான் எங்ககிட்ட  வராங்க,1
திரௌபதி என்பவள் ஒரு விபச்சாாி என்பது எத்தனை பேருக்கு தொியும்   ஆள் ஓழாட்டம் தேவுடியா திரௌபதி,1
படம் எல்லா நல்லாதான் எடுகிறீங்க ஆன ஆட்சியாளர்கள் பிரச்சனை பன்ன போய் கால்ல விழுதுரிங்க.....,1
எங்களுக்கு மண்ணு  பொண்ணு றென்டுமே முக்கியம் அதுலே யார் கை வெச்சாலும் கைய வெட்டுவோம் யாறுனு நேனச்சே கொங்கு நாட்டு கவுண்டர்களின் சார்பாக படம் வெற்றி பெற வாழ்த்துகள்,1
தரமான செருப்படி சில நாடக காதல் கூட்டத்திற்கு மென்மேலும் வளர வாழ்த்துக்கள்,1
